customerID,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
7989-CHGTL,Month-to-month,Yes,Mailed check,19.6,19.6
0334-GDDSO,Month-to-month,Yes,Electronic check,81.35,233.7
4163-NCJAK,One year,Yes,Bank transfer (automatic),24.45,1066.15
5233-AOZUF,Month-to-month,Yes,Electronic check,74.95,2149.05
5973-EJGDP,Month-to-month,Yes,Electronic check,87.35,4473
1996-DBMUS,Month-to-month,Yes,Bank transfer (automatic),70.65,3545.05
7916-VCCPB,Month-to-month,No,Bank transfer (automatic),73.25,1195.75
4686-GEFRM,Two year,Yes,Bank transfer (automatic),98.7,6858.9
5249-QYHEX,Two year,Yes,Mailed check,24.8,1024.7
0578-SKVMF,Month-to-month,No,Electronic check,83.3,1845.9
5564-NEMQO,Month-to-month,Yes,Bank transfer (automatic),75.3,75.3
2233-FAGXV,Month-to-month,Yes,Mailed check,24.3,132.25
5605-IYGFG,Month-to-month,Yes,Bank transfer (automatic),69.85,515.45
7663-ZTEGJ,One year,No,Credit card (automatic),100.55,2830.45
3935-TBRZZ,One year,No,Mailed check,25.7,1110.5
8111-BKVDS,Month-to-month,No,Bank transfer (automatic),40.7,449.3
2055-SIFSS,Month-to-month,No,Bank transfer (automatic),51.65,2838.55
2806-MLNTI,One year,Yes,Bank transfer (automatic),105.1,5376.4
8734-DKSTZ,Month-to-month,No,Electronic check,85.95,858.6
4360-PNRQB,Month-to-month,Yes,Bank transfer (automatic),75.6,1395.05
6152-ONASV,One year,No,Bank transfer (automatic),58.25,3975.7
9063-ZGTUY,Month-to-month,Yes,Mailed check,19.4,1182.55
7781-HVGMK,Two year,Yes,Credit card (automatic),65.2,4784.45
2181-UAESM,Month-to-month,No,Electronic check,53.45,119.5
2957-LOLHO,Month-to-month,Yes,Bank transfer (automatic),45.4,518.9
6048-NJXHX,Two year,Yes,Electronic check,19.75,899.45
2320-SLKMB,Month-to-month,Yes,Credit card (automatic),44.45,1183.8
4980-URKXC,One year,No,Bank transfer (automatic),20.85,720.05
4376-KFVRS,Two year,Yes,Credit card (automatic),114.05,8468.2
5886-VLQVU,Month-to-month,Yes,Bank transfer (automatic),89.85,3161.2
3577-AMVUX,Month-to-month,No,Mailed check,55.05,55.05
0771-WLCLA,Month-to-month,Yes,Electronic check,112.95,1882.55
5628-RKIFK,Month-to-month,No,Credit card (automatic),101.55,5070.4
0206-TBWLC,One year,Yes,Mailed check,114.65,6049.5
2937-FTHUR,Month-to-month,No,Electronic check,64.8,1166.7
1910-FMXJM,Month-to-month,No,Electronic check,80.4,2937.65
7752-XUSCI,Month-to-month,Yes,Electronic check,105.9,6396.45
4110-PFEUZ,Month-to-month,No,Mailed check,69.55,69.55
0732-OCQOC,Two year,Yes,Bank transfer (automatic),25.05,1270.25
5168-MSWXT,Month-to-month,Yes,Electronic check,94.75,759.55
1090-ESELR,Two year,No,Bank transfer (automatic),105.5,7611.55
8592-PLTMQ,One year,No,Mailed check,24.7,1642.75
5760-WRAHC,Month-to-month,Yes,Mailed check,69.75,1545.4
8847-GEOOQ,Month-to-month,Yes,Bank transfer (automatic),60.2,3582.4
0256-LTHVJ,Month-to-month,Yes,Electronic check,81.05,2227.1
4785-FCIFB,Two year,No,Mailed check,24.4,1417.9
8313-NDOIA,Month-to-month,Yes,Electronic check,104.15,2494.65
5149-CUZUJ,One year,No,Bank transfer (automatic),92.9,2768.35
0942-KOWSM,Two year,No,Bank transfer (automatic),80.8,2369.3
4237-CLSMM,Month-to-month,No,Mailed check,20.0,38
1452-VOQCH,Month-to-month,Yes,Electronic check,75.1,75.1
4719-UMSIY,Month-to-month,No,Mailed check,19.65,100.9
6614-VBEGU,Month-to-month,Yes,Bank transfer (automatic),69.45,1614.05
0880-TKATG,Month-to-month,No,Electronic check,101.15,385.9
3811-VBYBZ,Month-to-month,Yes,Electronic check,99.8,673.25
1480-BKXGA,Two year,Yes,Bank transfer (automatic),116.05,8404.9
2996-XAUVF,Two year,Yes,Mailed check,40.05,2799.75
9076-AXYIK,Two year,No,Electronic check,102.1,6538.45
5968-XQIVE,One year,Yes,Electronic check,89.7,6588.95
8896-RAZCR,Two year,No,Mailed check,19.9,868.1
4640-UHDOS,Month-to-month,No,Electronic check,55.95,734.35
4933-IKULF,One year,No,Mailed check,20.65,330.6
3583-EKAPL,Month-to-month,Yes,Electronic check,55.0,55
1304-BCCFO,Month-to-month,Yes,Mailed check,70.05,564.4
4104-PVRPS,Month-to-month,No,Mailed check,53.6,1315.35
9399-APLBT,Month-to-month,Yes,Electronic check,74.7,74.7
2359-KMGLI,Month-to-month,Yes,Electronic check,80.25,1861.5
3780-DDGSE,Month-to-month,Yes,Electronic check,76.05,2747.2
4431-EDMIQ,Month-to-month,Yes,Electronic check,75.7,554.05
0306-JAELE,Month-to-month,Yes,Electronic check,96.1,453.4
6227-HWPWX,Month-to-month,No,Bank transfer (automatic),69.0,994.8
0486-LGCCH,Two year,No,Mailed check,19.65,225.75
0447-BEMNG,Month-to-month,Yes,Bank transfer (automatic),45.3,2145
4612-SSVHJ,Month-to-month,Yes,Electronic check,81.45,1671.6
5168-MQQCA,One year,Yes,Bank transfer (automatic),108.5,8003.8
5949-XIKAE,Month-to-month,Yes,Electronic check,83.55,680.05
7971-HLVXI,Two year,Yes,Credit card (automatic),84.5,6130.85
9094-AZPHK,Month-to-month,Yes,Electronic check,100.15,1415
3649-JPUGY,Two year,Yes,Bank transfer (automatic),88.6,6201.95
4472-LVYGI,Two year,Yes,Bank transfer (automatic),52.55, 
8372-JUXUI,Month-to-month,Yes,Electronic check,74.35,74.35
3552-CTCYF,Two year,Yes,Bank transfer (automatic),104.8,6597.25
6778-YSNIH,Month-to-month,Yes,Electronic check,59.0,114.15
0388-EOPEX,Month-to-month,Yes,Electronic check,74.4,139.4
5756-OZRIO,One year,No,Bank transfer (automatic),64.05,3902.6
6579-JPICP,Month-to-month,No,Mailed check,20.4,20.4
8205-OTCHB,One year,Yes,Bank transfer (automatic),43.75,903.6
4134-BSXLX,Month-to-month,No,Mailed check,60.9,1785.65
0505-SPOOW,Two year,No,Bank transfer (automatic),19.8,1397.65
6235-VDHOM,Month-to-month,No,Electronic check,28.45,131.05
7783-YKGDV,Month-to-month,Yes,Bank transfer (automatic),99.7,1238.45
4374-YMUSQ,One year,No,Credit card (automatic),116.25,3899.05
4513-CXYIX,Two year,Yes,Credit card (automatic),80.7,5676
3957-HHLMR,One year,No,Bank transfer (automatic),65.2,4543.15
7803-XOCCZ,Month-to-month,Yes,Bank transfer (automatic),84.05,4326.8
5736-YEJAX,Two year,Yes,Credit card (automatic),79.45,5502.55
5609-CEBID,Month-to-month,Yes,Electronic check,94.1,1782.4
8981-FJGLA,Month-to-month,Yes,Mailed check,78.0,851.8
7218-HKQFK,Month-to-month,Yes,Electronic check,94.2,167.5
4636-QRJKY,Month-to-month,Yes,Electronic check,80.5,502.85
1135-LMECX,Month-to-month,No,Mailed check,19.85,19.85
4332-MUOEZ,One year,No,Credit card (automatic),94.3,1818.3
8535-SFUTN,Month-to-month,Yes,Electronic check,106.45,6300.15
5956-VKDTT,Month-to-month,Yes,Electronic check,74.35,334.8
8677-HDZEE,Month-to-month,Yes,Bank transfer (automatic),105.45,5916.95
2475-MROZF,Month-to-month,Yes,Credit card (automatic),95.0,2852.4
9412-GHEEC,Month-to-month,No,Bank transfer (automatic),104.8,4131.95
3482-ABPKK,One year,No,Mailed check,54.3,1546.3
6705-LXORM,Month-to-month,No,Electronic check,70.05,302.6
0257-ZESQC,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35
7531-GQHME,Month-to-month,No,Credit card (automatic),20.05,265.45
5174-ITUMV,One year,Yes,Electronic check,105.4,6989.45
4109-CYRBD,Month-to-month,Yes,Electronic check,51.6,1442
0913-XWSCN,Month-to-month,No,Bank transfer (automatic),85.5,4713.4
6825-UYPFK,Month-to-month,No,Bank transfer (automatic),75.6,1758.6
8397-MVTAZ,Month-to-month,Yes,Electronic check,100.05,3480
0750-EBAIU,One year,No,Electronic check,91.25,4738.3
8606-CIQUL,Two year,Yes,Credit card (automatic),115.75,8399.15
3571-DPYUH,One year,Yes,Credit card (automatic),94.7,5430.35
7601-GNDYK,Two year,No,Mailed check,19.6,686.95
0356-OBMAC,Two year,Yes,Bank transfer (automatic),99.9,5706.3
8067-NIOYM,Two year,Yes,Credit card (automatic),21.1,490.65
1403-GYAFU,Two year,No,Credit card (automatic),20.05,1360.25
4234-XTNEA,Month-to-month,Yes,Electronic check,79.95,174.45
1297-VQDRP,One year,Yes,Credit card (automatic),107.15,7379.8
9282-IZGQK,Month-to-month,Yes,Electronic check,85.0,85
5348-CAGXB,Month-to-month,Yes,Electronic check,89.55,1021.75
0621-HJWXJ,Month-to-month,Yes,Bank transfer (automatic),81.55,5029.05
5844-QVTAT,One year,Yes,Mailed check,58.45,1955.4
8905-IAZPF,One year,Yes,Credit card (automatic),95.65,6744.2
5394-MEITZ,Two year,Yes,Bank transfer (automatic),80.6,4946.7
6859-QNXIQ,Two year,Yes,Bank transfer (automatic),113.1,8248.5
2782-LFZVW,Month-to-month,Yes,Mailed check,58.95,601.6
2866-IKBTM,Month-to-month,No,Mailed check,19.55,19.55
1342-JPNKI,Month-to-month,Yes,Bank transfer (automatic),86.05,834.1
2817-NTQDO,Month-to-month,Yes,Credit card (automatic),45.55,597
7129-AZJDE,One year,Yes,Bank transfer (automatic),78.95,2647.2
6986-IJDHX,Month-to-month,Yes,Mailed check,86.3,3266
2560-PPCHE,One year,Yes,Bank transfer (automatic),105.05,6744.25
4676-MQUEA,One year,Yes,Bank transfer (automatic),101.9,5265.5
8138-EALND,Month-to-month,No,Mailed check,19.75,311.6
3580-HYCSP,Two year,Yes,Bank transfer (automatic),110.3,7966.9
1352-HNSAW,Two year,Yes,Bank transfer (automatic),115.6,8220.4
2075-PUEPR,Two year,No,Bank transfer (automatic),19.35,1153.25
1982-FEBTD,Two year,Yes,Credit card (automatic),25.6,514.75
5301-GAUUY,Month-to-month,Yes,Bank transfer (automatic),80.35,2596.15
5791-KAJFD,One year,Yes,Bank transfer (automatic),68.75,3808
2654-VBVPB,Month-to-month,No,Bank transfer (automatic),19.9,19.9
1154-HYWWO,One year,No,Mailed check,70.6,2708.2
2501-XWWTZ,Month-to-month,No,Electronic check,70.2,760.05
3716-UVSPD,Month-to-month,Yes,Electronic check,49.3,49.3
6815-ABQFQ,One year,Yes,Electronic check,107.25,6033.3
7343-EOBEU,Month-to-month,Yes,Mailed check,23.6,89.05
3701-SFMUH,Month-to-month,No,Credit card (automatic),69.7,516.15
6103-LIANB,Two year,Yes,Credit card (automatic),99.5,5861.75
7319-VENRZ,Month-to-month,No,Bank transfer (automatic),64.3,445.95
5846-NEQVZ,Two year,Yes,Credit card (automatic),70.85,4973.4
6967-QIQRV,One year,No,Electronic check,101.9,1667.25
5781-RFZRP,Two year,No,Credit card (automatic),73.5,5357.75
0939-YAPAF,Month-to-month,Yes,Electronic check,100.25,3527.6
0308-IVGOK,One year,Yes,Credit card (automatic),40.4,422.6
7293-LSCDV,Two year,Yes,Credit card (automatic),19.25,1103.25
7025-WCBNE,Two year,No,Bank transfer (automatic),59.6,2754
5756-JYOJT,One year,No,Credit card (automatic),64.9,697.25
4710-FDUIZ,One year,No,Credit card (automatic),100.3,5614.45
6030-REHUX,Month-to-month,Yes,Electronic check,110.85,3204.4
9548-LIGTA,Two year,Yes,Mailed check,81.05,4747.65
5150-LJNSR,One year,No,Bank transfer (automatic),98.05,3082.1
8270-RKSAP,Month-to-month,Yes,Electronic check,70.5,597.9
6522-YRBXD,Month-to-month,Yes,Electronic check,94.55,3365.4
2640-LYMOV,Month-to-month,Yes,Mailed check,19.65,38.8
1218-VKFPE,Month-to-month,No,Mailed check,19.0,233.55
3627-FHKBK,Month-to-month,No,Mailed check,75.3,75.3
2865-TCHJW,Month-to-month,Yes,Electronic check,89.2,346.2
1423-BMPBQ,Month-to-month,Yes,Mailed check,19.0,19
2393-DIVAI,Month-to-month,Yes,Mailed check,20.0,61.7
5192-EBGOV,Month-to-month,Yes,Electronic check,85.7,85.7
4568-KNYWR,Two year,Yes,Credit card (automatic),63.25,3342.45
8752-IMQOS,One year,No,Mailed check,20.1,85.1
0742-LAFQK,Two year,Yes,Electronic check,99.15,7422.1
0795-LAFGP,Two year,No,Electronic check,90.4,6668.05
0619-OLYUR,Two year,Yes,Credit card (automatic),111.9,8071.05
5512-IDZEI,One year,No,Electronic check,24.9,1174.8
0459-SPZHJ,Two year,No,Credit card (automatic),83.5,5435
0215-BQKGS,Month-to-month,Yes,Credit card (automatic),84.3,2438.6
9244-ZVAPM,Month-to-month,No,Mailed check,45.6,45.6
0719-SYFRB,Month-to-month,Yes,Mailed check,61.65,713.75
8208-EUMTE,Two year,No,Mailed check,54.85,916.15
5172-MIGPM,Month-to-month,No,Mailed check,65.55,237.2
1710-RCXUS,One year,Yes,Credit card (automatic),90.35,4614.55
0374-FIUCA,Two year,Yes,Credit card (automatic),20.4,1414.45
5839-SUYVZ,Month-to-month,Yes,Credit card (automatic),74.55,1170.5
5173-ZXXXL,One year,No,Mailed check,19.95,47.7
1096-ADRUX,One year,Yes,Bank transfer (automatic),74.25,4859.25
2001-MCUUW,Two year,No,Electronic check,108.65,4903.2
2731-GJRDG,One year,Yes,Bank transfer (automatic),109.55,3608
4723-BEGSG,Two year,No,Credit card (automatic),86.65,6094.25
6516-NKQBO,Two year,No,Credit card (automatic),81.0,3084.9
8672-OAUPW,One year,No,Credit card (automatic),47.85,2356.75
8207-DMRVL,Two year,No,Bank transfer (automatic),114.55,8306.05
3419-SNJJD,Month-to-month,No,Bank transfer (automatic),105.25,6786.4
6543-CPZMK,Month-to-month,Yes,Electronic check,29.95,248.95
4765-OXPPD,Month-to-month,No,Mailed check,65.0,663.05
2804-ETQDK,Two year,No,Mailed check,20.55,1357.1
6689-VRRTK,One year,Yes,Credit card (automatic),109.8,4860.35
7138-GIRSH,Two year,No,Bank transfer (automatic),69.5,3418.2
9396-ZSFLL,Month-to-month,No,Mailed check,48.85,631.4
6464-KEXXH,Month-to-month,Yes,Credit card (automatic),25.25,186.3
7134-MJPDY,One year,Yes,Credit card (automatic),102.85,6976.75
5240-CAOYT,Month-to-month,Yes,Bank transfer (automatic),87.55,4884.85
4059-IIEBK,Month-to-month,Yes,Bank transfer (automatic),78.55,522.95
4881-JVQOD,Month-to-month,Yes,Bank transfer (automatic),34.55,362.6
0516-UXRMT,One year,Yes,Electronic check,92.05,5755.8
4851-BQDNX,One year,Yes,Electronic check,85.05,3355.65
5148-HKFIR,Two year,No,Mailed check,19.7,406.95
1009-IRMNA,Month-to-month,No,Bank transfer (automatic),20.0,137.6
3003-CMDUU,Month-to-month,Yes,Electronic check,95.15,2395.7
5016-IBERQ,Month-to-month,No,Electronic check,84.25,1968.1
6797-UCJHZ,One year,No,Credit card (automatic),104.6,6819.45
2469-DTSGX,Two year,No,Electronic check,111.65,7943.45
4554-YGZIH,Month-to-month,No,Credit card (automatic),90.05,4547.25
5099-BAILX,Month-to-month,Yes,Bank transfer (automatic),110.75,4687.9
9931-KGHOA,Month-to-month,No,Bank transfer (automatic),55.0,2473.95
1775-KWJKQ,Two year,No,Credit card (automatic),89.85,6562.9
7665-VIGUD,One year,No,Mailed check,20.35,176.3
9411-TPQQV,One year,Yes,Bank transfer (automatic),54.55,2236.2
7207-RMRDB,Month-to-month,Yes,Electronic check,105.5,6985.65
7954-MLBUN,Two year,No,Bank transfer (automatic),99.45,3109.9
2077-DDHJK,Two year,No,Credit card (automatic),70.9,4911.35
4913-EHYUI,One year,Yes,Bank transfer (automatic),104.55,5794.65
0195-IESCP,Month-to-month,Yes,Electronic check,85.25,855.3
9574-BOSMD,Two year,No,Bank transfer (automatic),25.4,1620.2
4580-TMHJU,Month-to-month,No,Electronic check,56.15,2499.3
0970-ETWGE,Month-to-month,Yes,Electronic check,89.55,89.55
4908-XAXAY,One year,Yes,Bank transfer (automatic),89.85,4287.2
8404-VLQFB,Month-to-month,Yes,Electronic check,25.25,394.85
1626-ERCMM,Month-to-month,Yes,Electronic check,94.55,1899.65
0887-HJGAR,Month-to-month,Yes,Mailed check,45.7,45.7
2391-IPLOP,One year,Yes,Electronic check,69.65,3442.15
5644-PDMZC,Month-to-month,No,Electronic check,89.5,161.5
3509-GWQGF,Month-to-month,No,Credit card (automatic),70.0,1732.6
9576-ANLXO,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3
2024-BASKD,Month-to-month,Yes,Mailed check,74.6,74.6
5845-BZZIB,Two year,No,Mailed check,20.1,655.3
1140-UKVZG,Month-to-month,No,Mailed check,24.8,475.25
4160-AMJTL,Month-to-month,No,Electronic check,19.65,164.3
5183-SNMJQ,Month-to-month,Yes,Credit card (automatic),95.1,865.1
8100-PNJMH,Two year,Yes,Credit card (automatic),88.85,6132.7
7838-LAZFO,One year,No,Bank transfer (automatic),78.8,3597.5
4464-JCOLN,One year,No,Mailed check,19.85,35.9
2085-JVGAD,Month-to-month,No,Bank transfer (automatic),20.35,697.65
5650-VDUDS,Month-to-month,Yes,Mailed check,24.25,96.05
8095-WANWK,Month-to-month,No,Mailed check,45.25,428.7
3030-ZKIWL,Month-to-month,No,Mailed check,20.05,20.05
9565-FLVCG,Two year,Yes,Mailed check,69.55,4459.15
8755-OGKNA,Two year,No,Bank transfer (automatic),19.5,1167.6
2800-VEQXM,Month-to-month,Yes,Mailed check,74.75,238.1
7538-GWHML,Month-to-month,No,Electronic check,69.65,145.15
5533-RJFTJ,Month-to-month,Yes,Bank transfer (automatic),30.2,1453.1
3859-CVCET,Month-to-month,No,Mailed check,45.65,191.05
0214-JHPFW,Two year,No,Bank transfer (automatic),57.8,4039.3
5642-MHDQT,One year,Yes,Bank transfer (automatic),19.85,1039.45
3088-FVYWK,Two year,No,Credit card (automatic),25.55,1336.1
3276-HDUEG,Month-to-month,Yes,Mailed check,75.05,75.05
9092-GDZKO,Month-to-month,Yes,Credit card (automatic),24.85,493.4
0823-HSCDJ,Month-to-month,Yes,Electronic check,49.15,2550.9
3729-OWRVL,Two year,Yes,Electronic check,110.35,7246.15
2324-AALNO,One year,No,Bank transfer (automatic),24.55,1203.95
0822-GAVAP,Month-to-month,Yes,Electronic check,34.7,62.25
5760-IFJOZ,Month-to-month,No,Mailed check,107.95,313.6
2826-UWHIS,Month-to-month,No,Bank transfer (automatic),81.4,3775.85
1448-PWKYE,Month-to-month,No,Electronic check,80.0,80
7501-IWUNG,Two year,Yes,Bank transfer (automatic),73.8,4616.05
4957-TREIR,Month-to-month,Yes,Credit card (automatic),64.4,195.65
7251-LJBQN,One year,Yes,Credit card (automatic),103.75,4188.4
8040-MNRTF,Month-to-month,No,Mailed check,71.1,71.1
1536-HBSWP,Month-to-month,Yes,Electronic check,49.9,49.9
5313-FPXWG,One year,Yes,Bank transfer (automatic),24.6,1266.4
0067-DKWBL,Month-to-month,Yes,Electronic check,49.25,91.1
0946-FKYTX,One year,No,Mailed check,30.1,1623.4
5076-YVXCM,Month-to-month,No,Bank transfer (automatic),83.4,4149.45
8262-COGGB,Month-to-month,Yes,Mailed check,20.45,20.45
6663-JOCQO,One year,Yes,Bank transfer (automatic),75.25,2344.5
9620-QJREV,One year,No,Credit card (automatic),20.55,1013.05
2276-YDAVZ,Month-to-month,Yes,Credit card (automatic),75.1,270.7
2682-KEVRP,One year,Yes,Mailed check,20.05,417
2480-JZOSN,Month-to-month,Yes,Mailed check,20.65,20.65
0078-XZMHT,Two year,Yes,Bank transfer (automatic),85.15,6316.2
5896-NPFWW,Month-to-month,Yes,Electronic check,50.15,168.15
9978-HYCIN,One year,Yes,Bank transfer (automatic),84.95,4018.05
8338-QIUNR,Two year,Yes,Credit card (automatic),66.5,4811.6
1525-LNLOJ,Two year,Yes,Bank transfer (automatic),63.3,4189.7
9450-TRJUU,Month-to-month,No,Electronic check,83.15,2848.45
1766-GKNMI,Month-to-month,Yes,Electronic check,84.9,2516.2
6942-LBFDP,Month-to-month,Yes,Mailed check,20.55,33.6
1456-TWCGB,Month-to-month,No,Mailed check,49.25,208.45
7133-VBDCG,Month-to-month,Yes,Bank transfer (automatic),79.85,2015.35
7596-ZYWBB,Two year,Yes,Mailed check,59.6,3739.8
8329-UTMVM,One year,Yes,Bank transfer (automatic),104.65,2964
3014-WJKSM,Month-to-month,Yes,Credit card (automatic),75.3,2263.4
3347-YJZZE,Month-to-month,No,Credit card (automatic),80.1,2211.8
1029-QFBEN,Month-to-month,No,Mailed check,19.55,19.55
7929-DMBCV,Month-to-month,Yes,Mailed check,81.0,1683.7
9661-JALZV,Two year,Yes,Credit card (automatic),24.7,1519
5433-KYGHE,Month-to-month,Yes,Mailed check,86.0,1164.05
4312-KFRXN,Two year,No,Mailed check,25.4,1710.9
5575-TPIZQ,Month-to-month,Yes,Credit card (automatic),89.15,4245.55
0114-IGABW,Two year,No,Bank transfer (automatic),58.25,4145.9
9944-AEXBM,Month-to-month,Yes,Bank transfer (automatic),85.65,2664.3
1853-ARAAQ,Month-to-month,Yes,Credit card (automatic),50.35,1277.5
6952-OMNWB,Month-to-month,Yes,Credit card (automatic),80.35,5589.3
4697-LUPSU,One year,No,Mailed check,20.2,34.75
8434-VGEQQ,Two year,No,Credit card (automatic),20.55,1305.95
4952-YSOGZ,Month-to-month,Yes,Electronic check,85.95,381.3
1589-AGTLK,Month-to-month,Yes,Electronic check,45.35,141.5
5244-IRFIH,Month-to-month,Yes,Electronic check,94.5,3105.55
6549-YMFAW,Month-to-month,Yes,Mailed check,21.25,204.55
4950-HKQTE,Two year,No,Mailed check,26.25,605.9
6786-OBWQR,Month-to-month,Yes,Electronic check,80.85,356.1
2684-EIWEO,Month-to-month,No,Credit card (automatic),91.7,2758.15
2753-JMMCV,Two year,Yes,Credit card (automatic),74.2,4805.65
6439-GTPCA,Month-to-month,Yes,Electronic check,87.25,3941.7
6621-YOBKI,Month-to-month,No,Mailed check,20.35,92.75
1216-JWVUX,Month-to-month,Yes,Electronic check,75.5,1901.05
7564-GHCVB,Two year,No,Bank transfer (automatic),79.05,5730.7
1173-NOEYG,Month-to-month,No,Bank transfer (automatic),90.15,2423.4
7595-EHCDL,Month-to-month,No,Credit card (automatic),50.6,1653.45
6647-ZEDXT,One year,No,Credit card (automatic),110.45,3327.05
2521-NPUZR,Two year,No,Credit card (automatic),101.0,7085.5
1307-TVUFB,Month-to-month,Yes,Bank transfer (automatic),79.35,3344.1
7503-MIOGA,Two year,Yes,Bank transfer (automatic),89.85,6697.35
4381-MHQDC,Two year,Yes,Mailed check,65.0,2879.9
6923-JHPMP,Month-to-month,Yes,Electronic check,80.45,137.1
5138-WVKYJ,Month-to-month,No,Electronic check,98.55,1008.55
4018-PPNDW,Two year,Yes,Mailed check,24.1,1551.6
1635-FJFCC,Month-to-month,Yes,Credit card (automatic),44.05,202.15
2499-AJYUA,Two year,Yes,Credit card (automatic),110.8,7882.25
6919-ELBGL,Two year,Yes,Bank transfer (automatic),114.95,8196.4
3966-HRMZA,Month-to-month,No,Mailed check,75.05,202.9
6425-JWTDV,Two year,No,Mailed check,19.25,855.1
8405-IGQFX,One year,Yes,Credit card (automatic),90.05,5817
8224-IVVPA,Month-to-month,Yes,Mailed check,56.7,1652.95
9477-LGWQI,Two year,Yes,Credit card (automatic),80.15,5600.15
1410-RSCMR,Month-to-month,Yes,Credit card (automatic),71.35,515.75
3115-CZMZD,Two year,No,Mailed check,20.25, 
0139-IVFJG,Month-to-month,No,Electronic check,90.35,190.5
6683-VLCTZ,Month-to-month,Yes,Electronic check,98.55,1842.8
5730-DBDSI,Two year,No,Bank transfer (automatic),19.7,1253.8
0030-FNXPP,Month-to-month,No,Mailed check,19.85,57.2
2189-WWOEW,Month-to-month,Yes,Bank transfer (automatic),85.9,1269.55
